,name
373,Amlodipine 5 MG / Hydrochlorothiazide 25 MG / valsartan 160 MG Oral Tablet
374,Amlodipine 5 MG / Hydrochlorothiazide 25 MG / valsartan 160 MG Oral Tablet [Exforge HCT]
375,Amlodipine 5 MG / Olmesartan medoxomil 40 MG Oral Tablet [Azor]
376,Amlodipine 5 MG / atorvastatin 20 MG Oral Tablet
377,Amlodipine 5 MG / atorvastatin 40 MG Oral Tablet
378,Amlodipine 5 MG / valsartan 160 MG Oral Tablet
379,Amlodipine 5 MG / valsartan 160 MG Oral Tablet [Exforge]
380,Amlodipine 5 MG / valsartan 320 MG Oral Tablet
381,Amlodipine 5 MG / valsartan 320 MG Oral Tablet [Exforge]
382,Amlodipine 5 MG Oral Tablet
383,Amoxicillin 125 MG Chewable Tablet
384,Amoxicillin 200 MG / Clavulanate 28.5 MG Chewable Tablet
385,Amoxicillin 250 MG / Clavulanate 125 MG Oral Tablet
386,Amoxicillin 250 MG Chewable Tablet
387,Amoxicillin 250 MG Oral Capsule
388,Amoxicillin 400 MG / Clavulanate 57 MG Chewable Tablet
389,Amoxicillin 500 MG / Clavulanate 125 MG Oral Tablet
390,Amoxicillin 500 MG Oral Capsule
391,Amoxicillin 500 MG Oral Tablet
392,Amoxicillin 775 MG Extended Release Oral Tablet [Moxatag]
393,Amoxicillin 875 MG / Clavulanate 125 MG Oral Tablet
394,Amoxicillin 875 MG Oral Tablet
395,Amphetamine aspartate 1.25 MG / Amphetamine Sulfate 1.25 MG / Dextroamphetamine saccharate 1.25 MG / Dextroamphetamine Sulfate 1.25 MG Oral Tablet
396,Amphetamine aspartate 1.25 MG / Amphetamine Sulfate 1.25 MG / Dextroamphetamine saccharate 1.25 MG / Dextroamphetamine Sulfate 1.25 MG Oral Tablet [Adderall]
397,Amphetamine aspartate 1.875 MG / Amphetamine Sulfate 1.875 MG / Dextroamphetamine saccharate 1.875 MG / Dextroamphetamine Sulfate 1.875 MG Oral Tablet
398,Amphetamine aspartate 1.875 MG / Amphetamine Sulfate 1.875 MG / Dextroamphetamine saccharate 1.875 MG / Dextroamphetamine Sulfate 1.875 MG Oral Tablet [Adderall]
399,Amphetamine aspartate 2.5 MG / Amphetamine Sulfate 2.5 MG / Dextroamphetamine saccharate 2.5 MG / Dextroamphetamine Sulfate 2.5 MG Oral Tablet
400,Amphetamine aspartate 2.5 MG / Amphetamine Sulfate 2.5 MG / Dextroamphetamine saccharate 2.5 MG / Dextroamphetamine Sulfate 2.5 MG Oral Tablet [Adderall]
401,Amphetamine aspartate 3.125 MG / Amphetamine Sulfate 3.125 MG / Dextroamphetamine saccharate 3.125 MG / Dextroamphetamine Sulfate 3.125 MG Oral Tablet
402,Amphetamine aspartate 3.125 MG / Amphetamine Sulfate 3.125 MG / Dextroamphetamine saccharate 3.125 MG / Dextroamphetamine Sulfate 3.125 MG Oral Tablet [Adderall]
403,Amphetamine aspartate 3.75 MG / Amphetamine Sulfate 3.75 MG / Dextroamphetamine saccharate 3.75 MG / Dextroamphetamine Sulfate 3.75 MG Oral Tablet
404,Amphetamine aspartate 3.75 MG / Amphetamine Sulfate 3.75 MG / Dextroamphetamine saccharate 3.75 MG / Dextroamphetamine Sulfate 3.75 MG Oral Tablet [Adderall]
405,Amphetamine aspartate 5 MG / Amphetamine Sulfate 5 MG / Dextroamphetamine saccharate 5 MG / Dextroamphetamine Sulfate 5 MG Oral Tablet
406,Amphetamine aspartate 5 MG / Amphetamine Sulfate 5 MG / Dextroamphetamine saccharate 5 MG / Dextroamphetamine Sulfate 5 MG Oral Tablet [Adderall]
407,Amphetamine aspartate 7.5 MG / Amphetamine Sulfate 7.5 MG / Dextroamphetamine saccharate 7.5 MG / Dextroamphetamine Sulfate 7.5 MG Oral Tablet
408,Amphetamine aspartate 7.5 MG / Amphetamine Sulfate 7.5 MG / Dextroamphetamine saccharate 7.5 MG / Dextroamphetamine Sulfate 7.5 MG Oral Tablet [Adderall]
409,Ampicillin 250 MG Oral Capsule
410,Ampicillin 500 MG Oral Capsule
411,Amylases 120000 UNT / Endopeptidases 76000 UNT / Lipase 24000 UNT Delayed Release Oral Capsule [Creon]
412,Amylases 180000 UNT / Endopeptidases 114000 UNT / Lipase 36000 UNT Delayed Release Oral Capsule [Creon]
413,Amylases 27000 UNT / Endopeptidases 17000 UNT / Lipase 5000 UNT Delayed Release Oral Capsule
414,Amylases 27000 UNT / Endopeptidases 17000 UNT / Lipase 5000 UNT Delayed Release Oral Capsule [Zenpep]
415,Amylases 30000 UNT / Endopeptidases 19000 UNT / Lipase 6000 UNT Delayed Release Oral Capsule [Creon]
416,Amylases 60000 UNT / Endopeptidases 38000 UNT / Lipase 12000 UNT Delayed Release Oral Capsule [Creon]
417,Amylases 82000 UNT / Endopeptidases 51000 UNT / Lipase 15000 UNT Delayed Release Oral Capsule [Zenpep]
418,Ascorbic Acid 100 MG / Biotin 0.15 MG / Calcium Pantothenate 5 MG / Folic Acid 1 MG / Niacin 20 MG / pyridoxine 10 MG / Riboflavin 1.7 MG / Thiamine Mononitrate 1.5 MG / Vitamin B 12 0.006 MG Oral Capsule
419,Ascorbic Acid 50 MG / Polysaccharide iron complex 150 MG Oral Capsule [Ferrex 150 Plus]
420,Ascorbic Acid 60 MG / Calcium Pantothenate 10 MG / D-BIOTIN 0.3 MG / Folic Acid 0.8 MG / Niacinamide 20 MG / pyridoxine 10 MG / Riboflavin 1.7 MG / Thiamine 1.5 MG / Vitamin B 12 0.006 MG Oral Tablet [Rena-Vite]
421,Aspirin 25 MG / Dipyridamole 200 MG Oral Capsule
422,Aspirin 25 MG / Dipyridamole 200 MG Oral Capsule [Aggrenox]
423,Aspirin 325 MG / butalbital 50 MG / Caffeine 40 MG / Codeine Phosphate 30 MG Oral Capsule [Ascomp]
424,Aspirin 325 MG / butalbital 50 MG / Caffeine 40 MG Oral Capsule
425,Aspirin 325 MG Delayed Release Oral Tablet
426,Aspirin 325 MG Enteric Coated Tablet
427,Aspirin 325 MG Oral Tablet
428,Aspirin 81 MG Chewable Tablet
429,Aspirin 81 MG Delayed Release Oral Tablet
430,Aspirin 81 MG Oral Tablet
431,Atenolol 100 MG Oral Tablet
432,Atenolol 25 MG Oral Tablet
433,Atenolol 50 MG / Chlorthalidone 25 MG Oral Tablet
434,Atenolol 50 MG Oral Tablet
435,Atovaquone 250 MG / proguanil hydrochloride 100 MG Oral Tablet
436,Atovaquone 250 MG / proguanil hydrochloride 100 MG Oral Tablet [Malarone]
437,Atovaquone 62.5 MG / proguanil hydrochloride 25 MG Oral Tablet
438,Atovaquone 62.5 MG / proguanil hydrochloride 25 MG Oral Tablet [Malarone]
439,Atropine Sulfate 0.0194 MG / Hyoscyamine Sulfate 0.1037 MG / Phenobarbital 16.2 MG / Scopolamine Hydrobromide 0.0065 MG Oral Tablet [Donnatal]
440,Atropine Sulfate 0.0194 MG / Hyoscyamine Sulfate 0.104 MG / Phenobarbital 16.2 MG / Scopolamine Hydrobromide 0.0065 MG Oral Tablet
441,Atropine Sulfate 0.025 MG / Diphenoxylate Hydrochloride 2.5 MG Oral Tablet
442,Atropine Sulfate 0.0582 MG / Hyoscyamine Sulfate 0.311 MG / Phenobarbital 48.6 MG / Scopolamine Hydrobromide 0.0195 MG Extended Release Oral Tablet [Donnatal]
443,Azathioprine 50 MG Oral Tablet
444,Azithromycin 250 MG Oral Tablet
445,Azithromycin 500 MG Oral Tablet
446,Azithromycin 600 MG Oral Tablet
447,Baclofen 10 MG Oral Tablet
448,Baclofen 20 MG Oral Tablet
449,Balsalazide disodium 750 MG Oral Capsule
450,Benazepril hydrochloride 10 MG / Hydrochlorothiazide 12.5 MG Oral Tablet
451,Benazepril hydrochloride 10 MG Oral Tablet
452,Benazepril hydrochloride 20 MG / Hydrochlorothiazide 12.5 MG Oral Tablet
453,Benazepril hydrochloride 20 MG / Hydrochlorothiazide 25 MG Oral Tablet
454,Benazepril hydrochloride 20 MG Oral Tablet
455,Benazepril hydrochloride 40 MG Oral Tablet
456,Benazepril hydrochloride 5 MG / Hydrochlorothiazide 6.25 MG Oral Tablet
457,Benazepril hydrochloride 5 MG Oral Tablet
458,Benzoic Acid 9 MG / Hyoscyamine Sulfate 0.12 MG / Methenamine 81.6 MG / Methylene blue 10.8 MG / phenyl salicylate 36.2 MG Oral Tablet [Hyophen]
459,Bethanechol Chloride 10 MG Oral Tablet
460,Bethanechol Chloride 10 MG Oral Tablet [Urecholine]
461,Bethanechol Chloride 25 MG Oral Tablet
462,Bethanechol Chloride 25 MG Oral Tablet [Urecholine]
463,Bethanechol Chloride 5 MG Oral Tablet
464,Bethanechol Chloride 5 MG Oral Tablet [Urecholine]
465,Bethanechol Chloride 50 MG Oral Tablet
466,Bethanechol Chloride 50 MG Oral Tablet [Urecholine]
467,Bisacodyl 5 MG Delayed Release Oral Tablet
468,Bisoprolol Fumarate 10 MG / Hydrochlorothiazide 6.25 MG Oral Tablet
469,Bisoprolol Fumarate 10 MG / Hydrochlorothiazide 6.25 MG Oral Tablet [Ziac]
470,Bisoprolol Fumarate 10 MG Oral Tablet
471,Bisoprolol Fumarate 10 MG Oral Tablet [Zebeta]
472,Bisoprolol Fumarate 2.5 MG / Hydrochlorothiazide 6.25 MG Oral Tablet
473,Bisoprolol Fumarate 2.5 MG / Hydrochlorothiazide 6.25 MG Oral Tablet [Ziac]
474,Bisoprolol Fumarate 5 MG / Hydrochlorothiazide 6.25 MG Oral Tablet
475,Bisoprolol Fumarate 5 MG / Hydrochlorothiazide 6.25 MG Oral Tablet [Ziac]
476,Bisoprolol Fumarate 5 MG Oral Tablet
477,Bisoprolol Fumarate 5 MG Oral Tablet [Zebeta]
478,Bromocriptine 0.8 MG Oral Tablet [Cycloset]
479,Bromocriptine 2.5 MG Oral Tablet
480,Budesonide 3 MG Delayed Release Oral Capsule
481,Budesonide 3 MG Delayed Release Oral Capsule [Entocort]
482,Bumetanide 0.5 MG Oral Tablet
483,Bumetanide 1 MG Oral Tablet
484,Bumetanide 2 MG Oral Tablet
485,Buprenorphine 2 MG / Naloxone 0.5 MG Sublingual Tablet [Suboxone]
486,Buprenorphine 2 MG Sublingual Tablet
487,Buprenorphine 8 MG / Naloxone 2 MG Sublingual Tablet [Suboxone]
488,Buprenorphine 8 MG Sublingual Tablet
489,Bupropion Hydrochloride 100 MG Oral Tablet
490,Bupropion Hydrochloride 100 MG Oral Tablet [Wellbutrin]
491,Bupropion Hydrochloride 75 MG Oral Tablet
492,Bupropion Hydrochloride 75 MG Oral Tablet [Wellbutrin]
493,Busulfan 2 MG Oral Tablet [Myleran]
494,Caffeine 100 MG / Ergotamine Tartrate 1 MG Oral Tablet [Cafergot]
495,Caffeine 200 MG Oral Tablet
496,Calcitriol 0.00025 MG Oral Capsule
497,Calcitriol 0.0005 MG Oral Capsule
498,Calcium Carbonate 1500 MG / Cholecalciferol 400 UNT Oral Tablet [Calcarb with D]
499,Captopril 25 MG Oral Tablet
500,Captopril 50 MG Oral Tablet
501,Carbamazepine 100 MG Chewable Tablet
502,Carbamazepine 200 MG Oral Tablet
503,Carbamazepine 200 MG Oral Tablet [Epitol]
504,Carbamazepine 200 MG Oral Tablet [Tegretol]
505,Carbidopa 10 MG / Levodopa 100 MG Oral Tablet
506,Carbidopa 25 MG / Levodopa 100 MG Extended Release Oral Tablet
507,Carbidopa 25 MG / Levodopa 100 MG Oral Tablet
508,Carbidopa 25 MG / Levodopa 100 MG Oral Tablet [Sinemet]
509,Carbidopa 25 MG / Levodopa 250 MG Oral Tablet
510,Carbidopa 25 MG / entacapone 200 MG / Levodopa 100 MG Oral Tablet [Stalevo]
511,Carbidopa 25 MG Oral Tablet [Lodosyn]
512,Carbidopa 50 MG / Levodopa 200 MG Extended Release Oral Tablet
513,Carbidopa 50 MG / entacapone 200 MG / Levodopa 200 MG Oral Tablet
514,Carisoprodol 250 MG Oral Tablet
515,Carisoprodol 250 MG Oral Tablet [Soma]
516,Carisoprodol 350 MG Oral Tablet
517,Cefaclor 500 MG Oral Capsule
518,Cefadroxil 1000 MG Oral Tablet
519,Cefadroxil 500 MG Oral Capsule
520,Cefixime 400 MG Oral Capsule [Suprax]
521,Cefixime 400 MG Oral Tablet [Suprax]
522,Cefuroxime 250 MG Oral Tablet
523,Cefuroxime 250 MG Oral Tablet [Ceftin]
524,Cefuroxime 500 MG Oral Tablet
525,Cefuroxime 500 MG Oral Tablet [Ceftin]
526,Cephalexin 250 MG Oral Capsule
527,Cephalexin 250 MG Oral Tablet
528,Cephalexin 500 MG Oral Capsule
529,Cephalexin 500 MG Oral Tablet
530,Chlorambucil 2 MG Oral Tablet [Leukeran]
531,Chlordiazepoxide Hydrochloride 10 MG Oral Capsule
532,Chlordiazepoxide Hydrochloride 25 MG Oral Capsule
533,Chlordiazepoxide Hydrochloride 5 MG / Clidinium bromide 2.5 MG Oral Capsule
534,Chlordiazepoxide Hydrochloride 5 MG Oral Capsule
535,Chlorothiazide 500 MG Oral Tablet
536,Chlorpheniramine Maleate 4 MG / Dextromethorphan Hydrobromide 30 MG Oral Tablet
537,Chlorpheniramine Maleate 4 MG / Phenylephrine Hydrochloride 10 MG Oral Tablet
538,Chlorpheniramine Maleate 4 MG Oral Tablet
539,Chlorpromazine hydrochloride 10 MG Oral Tablet
540,Chlorpromazine hydrochloride 100 MG Oral Tablet
541,Chlorpromazine hydrochloride 200 MG Oral Tablet
542,Chlorpromazine hydrochloride 25 MG Oral Tablet
543,Chlorpromazine hydrochloride 50 MG Oral Tablet
544,Chlorthalidone 25 MG Oral Tablet
545,Chlorzoxazone 500 MG Oral Tablet
546,Cimetidine 200 MG Oral Tablet
547,Cimetidine 300 MG Oral Tablet
548,Cimetidine 400 MG Oral Tablet
549,Cimetidine 800 MG Oral Tablet
550,Ciprofloxacin 100 MG Oral Tablet
551,Ciprofloxacin 250 MG Oral Tablet
552,Ciprofloxacin 250 MG Oral Tablet [Cipro]
553,Ciprofloxacin 500 MG Oral Tablet
554,Ciprofloxacin 750 MG Oral Tablet
555,Citalopram 10 MG Oral Tablet
556,Citalopram 20 MG Oral Tablet
557,Citalopram 40 MG Oral Tablet
558,Clarithromycin 250 MG Oral Tablet
559,Clarithromycin 500 MG Oral Tablet
560,Clarithromycin 500 MG Oral Tablet [Biaxin]
561,Clemastine Fumarate 2.68 MG Oral Tablet
562,Clindamycin 150 MG Oral Capsule
563,Clindamycin 300 MG Oral Capsule
564,Clindamycin 75 MG Oral Capsule [Cleocin]
565,Clomiphene Citrate 50 MG Oral Tablet
566,Clomipramine Hydrochloride 25 MG Oral Capsule
567,Clomipramine Hydrochloride 50 MG Oral Capsule
568,Clomipramine Hydrochloride 75 MG Oral Capsule
569,Clonazepam 0.125 MG Disintegrating Oral Tablet
570,Clonazepam 0.25 MG Disintegrating Oral Tablet
571,Clonazepam 0.5 MG Disintegrating Oral Tablet
572,Clonazepam 0.5 MG Oral Tablet
573,Clonazepam 1 MG Disintegrating Oral Tablet
574,Clonazepam 1 MG Oral Tablet
575,Clonazepam 2 MG Disintegrating Oral Tablet
576,Clonazepam 2 MG Oral Tablet
577,Clonidine Hydrochloride 0.1 MG Oral Tablet
578,Clonidine Hydrochloride 0.2 MG Oral Tablet
579,Clonidine Hydrochloride 0.3 MG Oral Tablet
580,Clorazepate Dipotassium 15 MG Oral Tablet
581,Clorazepate Dipotassium 3.75 MG Oral Tablet
582,Clorazepate Dipotassium 7.5 MG Oral Tablet
583,Clozapine 100 MG Disintegrating Oral Tablet
584,Clozapine 100 MG Oral Tablet
585,Clozapine 12.5 MG Disintegrating Oral Tablet
586,Clozapine 200 MG Oral Tablet
587,Clozapine 25 MG Disintegrating Oral Tablet
588,Clozapine 25 MG Oral Tablet
589,Clozapine 50 MG Oral Tablet
590,Colchicine 0.5 MG / Probenecid 500 MG Oral Tablet
591,Colchicine 0.6 MG Oral Capsule
592,Colchicine 0.6 MG Oral Capsule [Mitigare]
593,Colchicine 0.6 MG Oral Tablet
594,Colchicine 0.6 MG Oral Tablet [Colcrys]
595,Colesevelam hydrochloride 625 MG Oral Tablet [Welchol]
596,Colestipol Hydrochloride 1000 MG Oral Tablet
597,Cyclobenzaprine hydrochloride 10 MG Oral Tablet
598,Cyclobenzaprine hydrochloride 5 MG Oral Tablet
599,Cyclophosphamide 50 MG Oral Tablet
600,Cyproheptadine hydrochloride 4 MG Oral Tablet
601,Danazol 100 MG Oral Capsule
602,Danazol 200 MG Oral Capsule
603,Danazol 50 MG Oral Capsule
604,Dantrolene Sodium 100 MG Oral Capsule
605,Dapsone 100 MG Oral Tablet
606,Dapsone 25 MG Oral Tablet
607,Delavirdine Mesylate 100 MG Oral Tablet [Rescriptor]
608,Delavirdine Mesylate 200 MG Oral Tablet [Rescriptor]
609,Demeclocycline Hydrochloride 150 MG Oral Tablet
610,Demeclocycline Hydrochloride 300 MG Oral Tablet
611,Desipramine Hydrochloride 10 MG Oral Tablet
612,Desipramine Hydrochloride 25 MG Oral Tablet
613,Desmopressin Acetate 0.1 MG Oral Tablet
614,Desmopressin Acetate 0.2 MG Oral Tablet
615,Dexamethasone 0.5 MG Oral Tablet
616,Dexamethasone 1.5 MG Oral Tablet
617,Dexamethasone 2 MG Oral Tablet
618,Dexamethasone 4 MG Oral Tablet
619,Dexamethasone 6 MG Oral Tablet
620,Dextroamphetamine Sulfate 10 MG Extended Release Oral Capsule
621,Dextroamphetamine Sulfate 10 MG Oral Tablet
622,Dextroamphetamine Sulfate 15 MG Extended Release Oral Capsule
623,Dextroamphetamine Sulfate 5 MG Extended Release Oral Capsule
624,Dextroamphetamine Sulfate 5 MG Oral Tablet
625,Diazepam 10 MG Oral Tablet
626,Diazepam 2 MG Oral Tablet
627,Diazepam 5 MG Oral Tablet
628,Diclofenac Potassium 25 MG Oral Capsule [Zipsor]
629,Diclofenac Potassium 50 MG Oral Tablet
630,Diclofenac Sodium 50 MG / Misoprostol 0.2 MG Oral Tablet
631,Diclofenac Sodium 50 MG / Misoprostol 0.2 MG Oral Tablet [Arthrotec]
632,Diclofenac Sodium 50 MG Delayed Release Oral Tablet
633,Diclofenac Sodium 50 MG Enteric Coated Tablet
634,Diclofenac Sodium 75 MG / Misoprostol 0.2 MG Oral Tablet
635,Diclofenac Sodium 75 MG / Misoprostol 0.2 MG Oral Tablet [Arthrotec]
636,Diclofenac Sodium 75 MG Delayed Release Oral Tablet
637,Diclofenac Sodium 75 MG Enteric Coated Tablet
638,Dicloxacillin 250 MG Oral Capsule
639,Dicloxacillin 500 MG Oral Capsule
640,Dicyclomine Hydrochloride 10 MG Oral Capsule
641,Dicyclomine Hydrochloride 20 MG Oral Tablet
642,Didanosine 200 MG Delayed Release Oral Capsule
643,Didanosine 250 MG Delayed Release Oral Capsule
644,Didanosine 400 MG Delayed Release Oral Capsule
645,Diethylpropion Hydrochloride 25 MG Oral Tablet
646,Diflunisal 500 MG Oral Tablet
647,Digoxin 0.125 MG Oral Tablet
648,Digoxin 0.125 MG Oral Tablet [Digox]
649,Digoxin 0.125 MG Oral Tablet [Lanoxin]
650,Digoxin 0.25 MG Oral Tablet
651,Digoxin 0.25 MG Oral Tablet [Lanoxin]
652,Diltiazem Hydrochloride 120 MG Oral Tablet
653,Diltiazem Hydrochloride 30 MG Oral Tablet
654,Diltiazem Hydrochloride 60 MG Oral Tablet
655,Diltiazem Hydrochloride 90 MG Oral Tablet
656,Dimenhydrinate 50 MG Oral Tablet
657,Diphenhydramine Hydrochloride 25 MG / Ibuprofen 200 MG Oral Capsule
658,Diphenhydramine Hydrochloride 25 MG Oral Capsule
659,Diphenhydramine Hydrochloride 25 MG Oral Tablet
660,Diphenhydramine Hydrochloride 25 MG Oral Tablet [Banophen]
661,Diphenhydramine Hydrochloride 50 MG Oral Capsule
662,Dipyridamole 25 MG Oral Tablet
663,Dipyridamole 50 MG Oral Tablet
664,Dipyridamole 75 MG Oral Tablet
665,Disopyramide 100 MG Oral Capsule
666,Disopyramide 150 MG Oral Capsule
667,Disulfiram 250 MG Oral Tablet
668,Disulfiram 250 MG Oral Tablet [Antabuse]
669,Disulfiram 500 MG Oral Tablet
670,Disulfiram 500 MG Oral Tablet [Antabuse]
671,Divalproex Sodium 125 MG Delayed Release Oral Capsule
672,Divalproex Sodium 125 MG Delayed Release Oral Tablet
673,Divalproex Sodium 250 MG Delayed Release Oral Tablet
674,Divalproex Sodium 250 MG Delayed Release Oral Tablet [Depakote]
675,Divalproex Sodium 500 MG Delayed Release Oral Tablet
676,Divalproex Sodium 500 MG Delayed Release Oral Tablet [Depakote]
677,Docusate Sodium 100 MG Oral Capsule [DOK]
678,"Docusate Sodium 50 MG / sennosides, USP 8.6 MG Oral Tablet"
679,Donepezil hydrochloride 10 MG Oral Tablet
680,Donepezil hydrochloride 23 MG Oral Tablet
681,Donepezil hydrochloride 23 MG Oral Tablet [Aricept]
682,Donepezil hydrochloride 5 MG Oral Tablet
683,Doxazosin 1 MG Oral Tablet
684,Doxazosin 2 MG Oral Tablet
685,Doxazosin 4 MG Oral Tablet
686,Doxazosin 8 MG Oral Tablet
687,Doxepin 6 MG Oral Tablet [Silenor]
688,Doxepin Hydrochloride 10 MG Oral Capsule
689,Doxepin Hydrochloride 150 MG Oral Capsule
690,Doxepin Hydrochloride 50 MG Oral Capsule
691,Doxepin Hydrochloride 75 MG Oral Capsule
692,Doxycycline 100 MG Oral Tablet
693,Doxycycline 20 MG Oral Tablet
694,Doxycycline Monohydrate 100 MG Oral Capsule
695,Doxycycline Monohydrate 100 MG Oral Capsule [Monodox]
696,Doxycycline Monohydrate 100 MG Oral Tablet
697,Doxycycline Monohydrate 150 MG Oral Capsule [Adoxa]
698,Doxycycline Monohydrate 150 MG Oral Tablet
699,Doxycycline Monohydrate 50 MG Oral Capsule
700,Doxycycline Monohydrate 50 MG Oral Tablet
701,Doxycycline Monohydrate 75 MG Oral Capsule [Monodox]
702,Doxycycline Monohydrate 75 MG Oral Tablet
703,Dutasteride 0.5 MG / Tamsulosin hydrochloride 0.4 MG Oral Capsule [Jalyn]
704,Dutasteride 0.5 MG Oral Capsule
705,Dutasteride 0.5 MG Oral Capsule [Avodart]
706,Enalapril Maleate 10 MG / Hydrochlorothiazide 25 MG Oral Tablet
707,Enalapril Maleate 10 MG Oral Tablet
708,Enalapril Maleate 2.5 MG Oral Tablet
709,Enalapril Maleate 20 MG Oral Tablet
710,Enalapril Maleate 5 MG / Hydrochlorothiazide 12.5 MG Oral Tablet
711,Enalapril Maleate 5 MG Oral Tablet
712,Ergocalciferol 50000 UNT Oral Capsule
713,Erythromycin 250 MG Delayed Release Oral Tablet [Ery-Tab]
714,Erythromycin 250 MG Enteric Coated Tablet [Ery-Tab]
715,Erythromycin 250 MG Oral Tablet
716,Erythromycin 333 MG Delayed Release Oral Tablet [Ery-Tab]
717,Erythromycin 333 MG Enteric Coated Tablet [Ery-Tab]
718,Erythromycin 500 MG Delayed Release Oral Tablet [Ery-Tab]
719,Erythromycin Ethylsuccinate 400 MG Oral Tablet
720,Escitalopram 10 MG Oral Tablet
721,Escitalopram 10 MG Oral Tablet [Lexapro]
722,Escitalopram 20 MG Oral Tablet
723,Escitalopram 20 MG Oral Tablet [Lexapro]
724,Escitalopram 5 MG Oral Tablet
725,Esomeprazole 20 MG / Naproxen 500 MG Delayed Release Oral Tablet [Vimovo]
726,Esomeprazole 20 MG Delayed Release Oral Capsule
727,Esomeprazole 20 MG Delayed Release Oral Capsule [Nexium]
728,Esomeprazole 40 MG Delayed Release Oral Capsule
729,Esomeprazole 40 MG Delayed Release Oral Capsule [Nexium]
730,Estazolam 1 MG Oral Tablet
731,Estazolam 2 MG Oral Tablet
732,Estradiol 0.5 MG Oral Tablet
733,Estradiol 1 MG Oral Tablet
734,Estradiol 2 MG Oral Tablet
735,"Estrogens, Conjugated (USP) 0.3 MG Oral Tablet [Premarin]"
736,"Estrogens, Conjugated (USP) 0.45 MG Oral Tablet [Premarin]"
737,"Estrogens, Conjugated (USP) 0.625 MG Oral Tablet [Premarin]"
738,"Estrogens, Conjugated (USP) 0.9 MG Oral Tablet [Premarin]"
739,"Estrogens, Conjugated (USP) 1.25 MG Oral Tablet [Premarin]"
740,"Estrogens, Esterified (USP) 0.625 MG / Methyltestosterone 1.25 MG Oral Tablet"
741,"Estrogens, Esterified (USP) 1.25 MG / Methyltestosterone 2.5 MG Oral Tablet"
742,"Estrogens, Esterified (USP) 1.25 MG / Methyltestosterone 2.5 MG Oral Tablet [Covaryx]"
743,Eszopiclone 1 MG Oral Tablet
744,Eszopiclone 2 MG Oral Tablet
745,Eszopiclone 2 MG Oral Tablet [Lunesta]
746,Eszopiclone 3 MG Oral Tablet
747,Eszopiclone 3 MG Oral Tablet [Lunesta]
748,Ethacrynic Acid 25 MG Oral Tablet [Edecrin]
749,Ethambutol Hydrochloride 400 MG Oral Tablet
750,Ethinyl Estradiol 0.005 MG / norethindrone acetate 1 MG Oral Tablet
751,Ethinyl Estradiol 0.005 MG / norethindrone acetate 1 MG Oral Tablet [Jinteli]
752,Ethosuximide 250 MG Oral Capsule
753,Etodolac 200 MG Oral Capsule
754,Etodolac 300 MG Oral Capsule
755,Etodolac 400 MG Oral Tablet
756,Etodolac 500 MG Oral Tablet
757,Famotidine 10 MG Oral Tablet
758,Famotidine 20 MG Oral Tablet
759,Famotidine 26.6 MG / Ibuprofen 800 MG Oral Tablet [Duexis]
760,Famotidine 40 MG Oral Tablet
761,Fenofibrate 120 MG Oral Tablet [Fenoglide]
762,Fenofibrate 130 MG Oral Capsule
763,Fenofibrate 130 MG Oral Capsule [Antara]
764,Fenofibrate 134 MG Oral Capsule
765,Fenofibrate 134 MG Oral Capsule [Lofibra]
766,Fenofibrate 145 MG Oral Tablet
767,Fenofibrate 145 MG Oral Tablet [Tricor]
768,Fenofibrate 150 MG Oral Capsule
769,Fenofibrate 150 MG Oral Capsule [Lipofen]
770,Fenofibrate 160 MG Oral Tablet
771,Fenofibrate 160 MG Oral Tablet [Lofibra]
772,Fenofibrate 200 MG Oral Capsule
773,Fenofibrate 200 MG Oral Capsule [Lofibra]
774,Fenofibrate 48 MG Oral Tablet
775,Fenofibrate 48 MG Oral Tablet [Tricor]
776,Fenofibrate 50 MG Oral Capsule
777,Fenofibrate 54 MG Oral Tablet
778,Fenofibrate 54 MG Oral Tablet [Lofibra]
779,Fenofibrate 67 MG Oral Capsule
780,Fenofibrate 67 MG Oral Capsule [Lofibra]
781,Fentanyl 0.1 MG Buccal Tablet [Fentora]
782,Fentanyl 0.2 MG Buccal Tablet [Fentora]
783,Fentanyl 0.2 MG Oral Lozenge [Actiq]
784,Fentanyl 0.4 MG Buccal Tablet [Fentora]
785,Fentanyl 0.4 MG Oral Lozenge [Actiq]
786,Fentanyl 0.6 MG Buccal Tablet [Fentora]
787,Fentanyl 0.6 MG Oral Lozenge [Actiq]
788,Fentanyl 0.8 MG Buccal Tablet [Fentora]
789,Fentanyl 0.8 MG Oral Lozenge [Actiq]
790,Fentanyl 1.2 MG Oral Lozenge [Actiq]
791,Fentanyl 1.6 MG Oral Lozenge [Actiq]
792,Fexofenadine hydrochloride 180 MG Oral Tablet
793,Fexofenadine hydrochloride 30 MG Oral Tablet
794,Fexofenadine hydrochloride 60 MG Oral Tablet
795,Finasteride 1 MG Oral Tablet
796,Finasteride 5 MG Oral Tablet
797,Flavoxate Hydrochloride 100 MG Oral Tablet
798,Flecainide Acetate 100 MG Oral Tablet
799,Flecainide Acetate 150 MG Oral Tablet
800,Flecainide Acetate 50 MG Oral Tablet
801,Fluconazole 100 MG Oral Tablet
802,Fluconazole 150 MG Oral Tablet
803,Fluconazole 200 MG Oral Tablet
804,Fluconazole 50 MG Oral Tablet
805,Fludrocortisone 0.1 MG Oral Tablet
